Date,Product_ID,Product_Name,Product_Category,Model_Series,Units_Sold,Revenue_INR,Region,State,City,Online_Offline,Store_Name,Discount_Percent,Stock_Available,Review_ID,Platform,Customer_ID,Sentiment_Label,Star_Rating,Return_Product,Return_Reason,Keywords_Extracted,Review_Text,Helpfulness_Votes
2025-04-25,SSD-1005,SSD EVO Series 5,SSD,EVO Series,123,5276208,West,Rajasthan,Udaipur,Offline,Samsung Store,20,189,R15749,,C32852,Positive,5,,,reliable,Company meet citizen war medical. positive experience with reliable.,38
2025-03-28,SSD-1003,SSD EVO Series 3,SSD,EVO Series,613,8810649,North,Punjab,Ludhiana,Offline,Sangeetha,20,190,R16668,,C82056,Neutral,3,,,speed,American read accept group floor friend. neutral experience with speed.,7
2025-06-06,MON-1004,Desktop Monitor ViewFinity 4,Desktop Monitor,ViewFinity,719,17821134,South,Telangana,Hyderabad,Offline,Vijay Sales,15,198,R85566,,C88015,Positive,5,,,panel,Box reality respond pay pick box. positive experience with panel.,11
2025-01-14,TAB-1002,Galaxy Tab 2,Smart Tablet,Galaxy Tab,430,22987800,East,Assam,Guwahati,Offline,Vijay Sales,0,79,R60269,,C29816,Positive,5,,,display,Much art million just avoid natural anyone. positive experience with display.,53
2025-01-24,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,336,17302656,North,Punjab,Amritsar,Offline,Samsung Store,0,160,R63202,,C59832,Negative,2,,,USB,Rich type kind list relationship amount when. negative experience with USB.,34
2024-09-23,TAB-1001,Galaxy Tab 1,Smart Tablet,Galaxy Tab,271,10733226,South,Tamil Nadu,Coimbatore,Online,,20,19,R91848,Flipkart,C62260,Positive,4,No,,battery,Miss for between material item. positive experience with battery.,54
2024-11-22,LED-T-1005,LED TV T Series 5,LED TV,T Series,493,15965805,North,Delhi,New Delhi,Offline,Big C,20,148,R12444,,C46365,Positive,5,,,remote,Improve yeah process difference dog full. positive experience with remote.,34
2024-09-08,EBR-1005,Galaxy Buds 5,Earbuds,Galaxy Buds,256,7170816,Central,Madhya Pradesh,Indore,Offline,Vijay Sales,5,14,R48807,,C84108,Positive,4,,,noise cancel,Address report enjoy laugh effect while. positive experience with noise cancel.,23
2024-12-17,PHN-1004,Galaxy M 4,Smartphone,Galaxy M,118,1704038,Central,Madhya Pradesh,Bhopal,Online,,0,85,R18716,Amazon,C70082,Positive,5,Yes,Affect marriage middle manage.,performance,One raise nearly sister finally especially. positive experience with performance.,18
2025-04-30,MON-1003,Desktop Monitor ViewFinity 3,Desktop Monitor,ViewFinity,260,5663320,West,Rajasthan,Udaipur,Offline,Sangeetha,10,108,R31002,,C87826,Positive,4,,,panel,Half true summer. positive experience with panel.,13
2024-09-28,MSE-1001,Mouse Samsung Mouse 1,Mouse,Samsung Mouse,94,566726,Central,Madhya Pradesh,Indore,Online,,20,35,R33153,Amazon,C57385,Neutral,3,No,,click,Field decision break others decide. neutral experience with click.,69
2025-02-04,MSE-1001,Mouse Samsung Mouse 1,Mouse,Samsung Mouse,437,11037309,South,Tamil Nadu,Coimbatore,Online,,20,171,R15823,Amazon,C70802,Positive,5,Yes,Tough job where I maybe.,sensor,Minute grow past information poor. positive experience with sensor.,20
2025-05-29,KYB-1005,Keyboard Samsung Keys 5,Keyboard,Samsung Keys,209,2838638,Central,Madhya Pradesh,Indore,Offline,Big C,20,5,R62791,,C73462,Positive,4,,,typing,Senior artist few when less cold. positive experience with typing.,33
2025-04-03,LPT-1001,Galaxy Book 1,Laptop,Galaxy Book,256,14029056,West,Gujarat,Surat,Offline,Sangeetha,10,111,R43088,,C99208,Positive,5,,,performance,Class field measure activity actually smile. positive experience with performance.,60
2025-03-16,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,290,4296060,North,Uttar Pradesh,Kanpur,Online,,15,72,R64071,Flipkart,C91414,Positive,5,No,,connectivity,Side fear the party course full. positive experience with connectivity.,28
2024-07-25,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,753,43043739,East,Odisha,Bhubaneswar,Offline,Lot Mobiles,5,7,R50904,,C81145,Positive,5,,,design,Chair road price human. positive experience with design.,86
2024-12-20,SSD-1005,SSD EVO Series 5,SSD,EVO Series,706,26231430,South,Andhra Pradesh,Vijayawada,Offline,Lot Mobiles,20,85,R46675,,C48175,Positive,5,,,reliable,Deep manager market cell approach. positive experience with reliable.,21
2024-08-01,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,424,21301760,Central,Madhya Pradesh,Bhopal,Online,,5,48,R81858,Amazon,C32228,Positive,4,No,,portability,Mother couple price offer worker evidence. positive experience with portability.,69
2024-11-30,MON-1002,Desktop Monitor ViewFinity 2,Desktop Monitor,ViewFinity,382,13818086,Central,Chhattisgarh,Raipur,Online,,0,27,R85918,Amazon,C51352,Neutral,3,Yes,Answer democratic cell.,color,Feeling total staff area season others. neutral experience with color.,20
2025-02-13,MSE-1002,Mouse Samsung Mouse 2,Mouse,Samsung Mouse,705,32153640,Central,Chhattisgarh,Raipur,Online,,10,186,R45198,Flipkart,C44466,Positive,5,No,,sensor,Trial often west feel down. positive experience with sensor.,30
2025-01-27,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,781,39367086,East,Assam,Guwahati,Offline,Poorvika,20,2,R83970,,C51323,Positive,4,,,bluetooth,Fact late case organization interesting. positive experience with bluetooth.,75
2024-09-22,SSD-1003,SSD EVO Series 3,SSD,EVO Series,338,2201732,West,Gujarat,Surat,Online,,5,77,R40109,Samsung.com,C44880,Positive,4,Yes,Wonder economic usually save send catch.,upgrade,Wonder boy usually before economy budget themselves dog. positive experience with upgrade.,80
2024-11-05,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,193,3418802,East,Odisha,Bhubaneswar,Offline,Croma,20,28,R67244,,C93641,Neutral,3,,,loud,His skill worker most behavior give letter deep. neutral experience with loud.,51
2025-03-05,TAB-1001,Galaxy Tab 1,Smart Tablet,Galaxy Tab,287,1178135,North,Punjab,Amritsar,Online,,15,14,R54910,Samsung.com,C56266,Positive,5,Yes,Sound course him join stand read.,display,Cold better affect chair fast. positive experience with display.,100
2024-08-06,SPK-1002,Speaker Sound Tower 2,Speaker,Sound Tower,608,4699232,East,Bihar,Patna,Offline,Croma,0,51,R36759,,C16987,Positive,4,,,bluetooth,Because author appear option small along act quite. positive experience with bluetooth.,94
2025-05-14,FRZ-1005,Refrigerator Smart Fridge 5,Refrigerator,Smart Fridge,521,2854559,North,Delhi,New Delhi,Online,,20,3,R73376,Samsung.com,C53642,Positive,4,Yes,Relate return ask affect.,noise,Picture international two play painting themselves main. positive experience with noise.,52
2024-10-25,SPK-1002,Speaker Sound Tower 2,Speaker,Sound Tower,716,35160612,North,Uttar Pradesh,Lucknow,Online,,0,107,R74930,Amazon,C98307,Negative,1,Yes,A finish tonight audience manage interview.,connectivity,Benefit operation organization move tax father. negative experience with connectivity.,63
2024-09-05,EBR-1003,Galaxy Buds 3,Earbuds,Galaxy Buds,735,12615540,West,Gujarat,Ahmedabad,Online,,15,166,R48445,Samsung.com,C91211,Positive,5,Yes,Not sea and ability.,fit,Decade evidence security her speak culture. positive experience with fit.,87
2025-02-26,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,292,8375728,South,Telangana,Hyderabad,Online,,5,153,R57382,Amazon,C80350,Negative,2,No,,response,Technology mind certainly store. negative experience with response.,97
2025-05-24,LED-T-1004,LED TV T Series 4,LED TV,T Series,465,22922640,Central,Chhattisgarh,Raipur,Online,,0,168,R67319,Samsung.com,C29413,Positive,4,Yes,Task want they fact build let.,display,Different loss maintain everyone door represent suggest. positive experience with display.,27
2025-05-16,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,302,3704332,East,Bihar,Patna,Online,,10,91,R48354,Flipkart,C73423,Positive,4,No,,space,Far blue cost great. positive experience with space.,97
2024-11-23,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,568,3387552,West,Gujarat,Ahmedabad,Online,,15,191,R11356,Amazon,C62572,Positive,4,No,,space,Possible cup how foreign mother investment. positive experience with space.,80
2025-03-21,EBR-1002,Galaxy Buds 2,Earbuds,Galaxy Buds,495,18399645,South,Telangana,Hyderabad,Offline,Croma,20,105,R23401,,C38992,Positive,4,,,sound,Own five particular dog institution they. positive experience with sound.,30
2024-10-31,KYB-1002,Keyboard Samsung Keys 2,Keyboard,Samsung Keys,285,13356810,Central,Chhattisgarh,Raipur,Offline,Sangeetha,15,50,R68229,,C78403,Positive,5,,,keys,Family technology but next trouble question land while. positive experience with keys.,29
2024-11-19,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,542,16447532,Central,Madhya Pradesh,Bhopal,Offline,Sangeetha,0,23,R30937,,C67404,Positive,5,,,USB,List senior pick check page region. positive experience with USB.,39
2024-07-20,TAB-1002,Galaxy Tab 2,Smart Tablet,Galaxy Tab,237,11518437,East,Odisha,Bhubaneswar,Online,,5,138,R82123,Samsung.com,C48933,Positive,4,No,,note-taking,All care think performance price financial. positive experience with note-taking.,70
2025-05-23,MSE-1002,Mouse Samsung Mouse 2,Mouse,Samsung Mouse,554,21900728,South,Andhra Pradesh,Visakhapatnam,Offline,Sangeetha,10,77,R74718,,C95666,Positive,5,,,sensor,On cup while. positive experience with sensor.,14
2024-12-24,PHN-1004,Galaxy M 4,Smartphone,Galaxy M,432,884736,West,Rajasthan,Udaipur,Offline,UniverCell,20,103,R61819,,C29165,Positive,4,,,camera,Hot physical stock bar. positive experience with camera.,65
2024-07-17,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,198,11051172,East,Bihar,Patna,Online,,20,111,R86333,Flipkart,C82673,Positive,4,No,,design,Seat usually stage will. positive experience with design.,9
2025-01-26,SSD-1003,SSD EVO Series 3,SSD,EVO Series,479,1197979,West,Maharashtra,Mumbai,Online,,15,68,R45503,Amazon,C55645,Positive,4,Yes,Stand interest among meeting hair.,upgrade,Nature would more two guess cause type. positive experience with upgrade.,49
2024-12-15,MON-1002,Desktop Monitor ViewFinity 2,Desktop Monitor,ViewFinity,797,37437481,West,Rajasthan,Udaipur,Offline,Sangeetha,20,10,R20461,,C27723,Neutral,3,,,panel,People admit effort blood gas how physical. neutral experience with panel.,52
2025-01-25,PHN-1001,Galaxy M 1,Smartphone,Galaxy M,177,5667540,West,Rajasthan,Udaipur,Offline,Vijay Sales,20,195,R73375,,C39851,Negative,2,,,performance,Challenge people protect political character season. negative experience with performance.,89
2025-06-16,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,344,3169960,East,Assam,Guwahati,Online,,10,62,R28442,Flipkart,C73805,Positive,4,No,,apps,Race production before offer loss place agreement. positive experience with apps.,54
2024-07-30,LED-T-1004,LED TV T Series 4,LED TV,T Series,326,17028610,East,Bihar,Patna,Offline,Reliance Digital,20,14,R53931,,C48280,Positive,5,,,remote,Similar onto talk exactly suffer. positive experience with remote.,82
2025-03-30,LED-T-1001,LED TV T Series 1,LED TV,T Series,562,9629870,Central,Chhattisgarh,Raipur,Offline,Poorvika,5,134,R47429,,C51297,Positive,5,,,display,Cause save whom smile claim military. positive experience with display.,3
2024-12-12,EBR-1001,Galaxy Buds 1,Earbuds,Galaxy Buds,460,21292480,Central,Madhya Pradesh,Indore,Online,,10,19,R82603,Samsung.com,C26689,Positive,5,No,,sound,Somebody push nearly yard. positive experience with sound.,95
2025-05-18,FRZ-1001,Refrigerator Smart Fridge 1,Refrigerator,Smart Fridge,117,4350528,West,Rajasthan,Jaipur,Offline,Sangeetha,5,35,R31381,,C54407,Positive,4,,,space,Knowledge drug three. positive experience with space.,4
2025-04-04,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,355,8707440,East,Assam,Guwahati,Online,,20,110,R79665,Flipkart,C18198,Positive,5,No,,cooling,Attention administration quality. positive experience with cooling.,40
2025-05-01,MON-1004,Desktop Monitor ViewFinity 4,Desktop Monitor,ViewFinity,149,3958483,South,Kerala,Kochi,Online,,15,64,R78299,Flipkart,C40135,Positive,5,No,,HDMI,Probably rise compare why worry indicate. positive experience with HDMI.,91
2024-10-28,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,299,7913334,North,Uttar Pradesh,Kanpur,Offline,UniverCell,5,27,R72837,,C23292,Positive,5,,,bluetooth,Class tree tax. positive experience with bluetooth.,47
2024-09-30,MON-1001,Desktop Monitor ViewFinity 1,Desktop Monitor,ViewFinity,387,11942046,West,Gujarat,Ahmedabad,Offline,Vijay Sales,15,142,R55989,,C48655,Positive,5,,,refresh rate,Democratic tell water personal sure. positive experience with refresh rate.,63
2024-10-26,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,526,5449886,West,Maharashtra,Pune,Offline,UniverCell,20,162,R42401,,C91827,Positive,4,,,performance,Popular data smile relate travel. positive experience with performance.,77
2025-01-13,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,170,7323260,North,Delhi,New Delhi,Online,,15,107,R40390,Flipkart,C94944,Negative,2,Yes,Truth me evening team.,portability,Woman enough product age. negative experience with portability.,54
2025-07-02,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,317,14202551,South,Telangana,Hyderabad,Offline,Vijay Sales,10,23,R68806,,C89827,Positive,4,,,screen,Themselves what maintain them matter team score tend. positive experience with screen.,11
2025-02-24,EBR-1001,Galaxy Buds 1,Earbuds,Galaxy Buds,499,7874220,South,Karnataka,Bengaluru,Online,,15,62,R53772,Flipkart,C17775,Positive,5,Yes,Around cell bill phone.,sound,Speech as issue something administration region leader. positive experience with sound.,51
2025-04-13,SSD-1005,SSD EVO Series 5,SSD,EVO Series,423,15159474,Central,Madhya Pradesh,Bhopal,Offline,UniverCell,15,182,R62271,,C71593,Positive,5,,,storage,Current trouble parent. positive experience with storage.,30
2024-08-01,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,391,1193723,East,West Bengal,Kolkata,Online,,5,97,R60337,Samsung.com,C20971,Positive,5,Yes,Good animal degree continue.,fit,Television camera soon join relationship. positive experience with fit.,15
2025-02-20,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,91,5262985,West,Maharashtra,Pune,Offline,Big C,0,167,R63049,,C63203,Positive,4,,,performance,His treat accept during theory evidence sense respond. positive experience with performance.,90
2024-09-11,MSE-1003,Mouse Samsung Mouse 3,Mouse,Samsung Mouse,633,18784908,Central,Chhattisgarh,Raipur,Offline,Big C,20,8,R99238,,C46421,Neutral,3,,,click,Find tax wait campaign outside tax value. neutral experience with click.,28
2024-11-25,PHN-1005,Galaxy M 5,Smartphone,Galaxy M,477,16994079,North,Uttar Pradesh,Kanpur,Online,,10,38,R27742,Samsung.com,C39801,Neutral,3,No,,display,Cultural the theory camera world study wish. neutral experience with display.,68
2025-03-24,LED-T-1002,LED TV T Series 2,LED TV,T Series,297,17307675,North,Uttar Pradesh,Kanpur,Offline,Sangeetha,20,27,R32259,,C63496,Positive,4,,,4K,Time president stage final now certainly threat. positive experience with 4K.,95
2024-10-30,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,291,8477121,Central,Chhattisgarh,Raipur,Online,,5,42,R14106,Flipkart,C54865,Positive,4,No,,bluetooth,Next history north financial see once. positive experience with bluetooth.,62
2025-04-24,MSE-1001,Mouse Samsung Mouse 1,Mouse,Samsung Mouse,115,956685,Central,Chhattisgarh,Raipur,Online,,0,185,R53566,Samsung.com,C18021,Positive,5,No,,click,Cause city act pass. positive experience with click.,42
2025-02-21,SPK-1002,Speaker Sound Tower 2,Speaker,Sound Tower,585,30637620,East,West Bengal,Kolkata,Offline,Vijay Sales,0,60,R46902,,C26111,Positive,4,,,connectivity,Purpose very new about process popular. positive experience with connectivity.,98
2025-07-15,LED-T-1003,LED TV T Series 3,LED TV,T Series,553,2974034,East,Assam,Guwahati,Online,,0,109,R82241,Amazon,C17423,Positive,5,Yes,Very protect learn start.,remote,Provide miss physical operation rest page character. positive experience with remote.,82
2025-04-06,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,319,3655740,South,Telangana,Hyderabad,Offline,Samsung Store,15,71,R61884,,C97666,Positive,5,,,speed,Congress determine strong speech. positive experience with speed.,46
2024-12-13,EBR-1003,Galaxy Buds 3,Earbuds,Galaxy Buds,592,27780784,Central,Madhya Pradesh,Indore,Offline,Vijay Sales,20,135,R59364,,C98670,Negative,2,,,battery,Each young success pull month happy. negative experience with battery.,8
2025-03-05,LED-T-1004,LED TV T Series 4,LED TV,T Series,266,2073204,West,Rajasthan,Udaipur,Offline,Vijay Sales,10,192,R19743,,C82140,Negative,2,,,remote,Fire physical focus follow. negative experience with remote.,64
2024-12-21,MSE-1001,Mouse Samsung Mouse 1,Mouse,Samsung Mouse,348,11101548,South,Kerala,Thiruvananthapuram,Online,,0,162,R19465,Flipkart,C82744,Positive,4,No,,scroll,Appear pretty impact sell attention. positive experience with scroll.,28
2025-05-07,MSE-1004,Mouse Samsung Mouse 4,Mouse,Samsung Mouse,584,21081816,Central,Madhya Pradesh,Bhopal,Offline,UniverCell,5,47,R11628,,C15921,Positive,5,,,click,Increase history position fill information baby smile. positive experience with click.,20
2025-01-30,SSD-1001,SSD EVO Series 1,SSD,EVO Series,245,4238745,Central,Chhattisgarh,Raipur,Online,,20,153,R88283,Amazon,C55833,Positive,4,No,,storage,Message cost class. positive experience with storage.,35
2025-06-08,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,343,14095585,South,Karnataka,Bengaluru,Offline,Croma,5,128,R96204,,C50768,Positive,5,,,sound,Almost analysis on difference. positive experience with sound.,45
2025-03-29,TAB-1002,Galaxy Tab 2,Smart Tablet,Galaxy Tab,753,3350097,East,Bihar,Patna,Online,,0,33,R70162,Flipkart,C26435,Positive,5,No,,display,For seek tend until level present know. positive experience with display.,38
2025-04-15,LED-T-1004,LED TV T Series 4,LED TV,T Series,773,18078151,East,Bihar,Patna,Offline,Poorvika,10,109,R25568,,C16768,Positive,5,,,display,Southern order yourself probably author. positive experience with display.,89
2025-01-20,LED-T-1001,LED TV T Series 1,LED TV,T Series,148,2391384,South,Telangana,Hyderabad,Offline,Samsung Store,5,23,R45578,,C49210,Positive,4,,,remote,Effect product nor pay financial lawyer. positive experience with remote.,72
2025-04-09,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,104,2774304,Central,Madhya Pradesh,Bhopal,Offline,Sangeetha,0,15,R46399,,C39137,Positive,4,,,display,Listen space consumer music. positive experience with display.,98
2025-03-20,SSD-1005,SSD EVO Series 5,SSD,EVO Series,533,26858403,Central,Chhattisgarh,Raipur,Online,,20,177,R47112,Flipkart,C37522,Positive,5,Yes,Natural hope woman history page same.,reliable,Budget last each affect later. positive experience with reliable.,71
2024-11-20,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,496,21849792,Central,Chhattisgarh,Raipur,Offline,Vijay Sales,0,125,R63942,,C66089,Positive,4,,,screen,His friend discuss section scene produce true believe. positive experience with screen.,49
2024-08-09,MON-1003,Desktop Monitor ViewFinity 3,Desktop Monitor,ViewFinity,552,14538024,North,Delhi,New Delhi,Offline,Vijay Sales,10,54,R25902,,C60296,Negative,2,,,panel,Fear score only adult. negative experience with panel.,88
2025-04-19,LPT-1005,Galaxy Book 5,Laptop,Galaxy Book,157,5992690,North,Uttar Pradesh,Kanpur,Online,,5,143,R60617,Flipkart,C97338,Negative,2,Yes,Town single spend player rock.,battery,Around whatever special above call just enough another. negative experience with battery.,55
2025-05-15,MON-1004,Desktop Monitor ViewFinity 4,Desktop Monitor,ViewFinity,791,35993664,West,Rajasthan,Udaipur,Offline,UniverCell,5,8,R19396,,C84530,Positive,5,,,refresh rate,Ago character increase person everyone. positive experience with refresh rate.,78
2024-10-12,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,119,2020501,South,Andhra Pradesh,Vijayawada,Offline,Reliance Digital,5,149,R29289,,C55389,Neutral,3,,,battery,Various maintain record tend go industry. neutral experience with battery.,47
2025-01-14,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,499,5921633,Central,Madhya Pradesh,Bhopal,Offline,Big C,10,104,R57924,,C73002,Positive,5,,,fit,Interest prevent weight decision. positive experience with fit.,98
2024-11-18,LED-T-1002,LED TV T Series 2,LED TV,T Series,316,17653972,West,Rajasthan,Jaipur,Online,,0,89,R78547,Samsung.com,C99723,Positive,5,Yes,Experience represent foreign power.,display,Main fill evidence lead economic law. positive experience with display.,15
2025-05-31,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,640,34444160,West,Rajasthan,Udaipur,Online,,15,119,R57568,Flipkart,C36495,Positive,5,Yes,Cultural drive compare no research region.,performance,Everybody alone score well a security above. positive experience with performance.,46
2025-01-05,FRZ-1003,Refrigerator Smart Fridge 3,Refrigerator,Smart Fridge,796,42475356,South,Kerala,Thiruvananthapuram,Online,,0,52,R44196,Amazon,C66947,Neutral,3,Yes,Century thank oil while.,noise,Yourself movie without situation water name the pull. neutral experience with noise.,39
2025-02-02,MSE-1002,Mouse Samsung Mouse 2,Mouse,Samsung Mouse,751,42857317,Central,Madhya Pradesh,Bhopal,Offline,Poorvika,5,135,R75378,,C66554,Neutral,3,,,USB,Artist certain wind cup science. neutral experience with USB.,21
2024-07-22,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,627,4326300,North,Punjab,Ludhiana,Online,,15,112,R88039,Samsung.com,C74742,Neutral,3,Yes,Animal wish hotel me you blue.,performance,War population base television talk event. neutral experience with performance.,68
2025-05-31,LED-T-1001,LED TV T Series 1,LED TV,T Series,508,27487880,South,Andhra Pradesh,Vijayawada,Online,,20,167,R22635,Amazon,C65441,Positive,5,No,,sound,Draw walk son foot. positive experience with sound.,55
2025-06-03,FRZ-1003,Refrigerator Smart Fridge 3,Refrigerator,Smart Fridge,434,7818076,East,West Bengal,Kolkata,Offline,Big C,5,21,R74821,,C24745,Positive,5,,,energy,Crime put you program campaign better road class. positive experience with energy.,92
2025-01-01,MON-1004,Desktop Monitor ViewFinity 4,Desktop Monitor,ViewFinity,705,14507490,Central,Madhya Pradesh,Indore,Online,,5,25,R66592,Samsung.com,C82689,Negative,2,No,,HDMI,Actually tend movie tax mission once. negative experience with HDMI.,86
2024-12-19,KYB-1003,Keyboard Samsung Keys 3,Keyboard,Samsung Keys,440,25291200,North,Delhi,New Delhi,Offline,Sangeetha,10,131,R27474,,C33060,Neutral,3,,,keys,Beautiful huge help. neutral experience with keys.,99
2025-04-27,SSD-1005,SSD EVO Series 5,SSD,EVO Series,584,3231272,East,West Bengal,Kolkata,Online,,0,57,R78968,Amazon,C34632,Positive,5,Yes,Rest character red quickly.,storage,All American vote site. positive experience with storage.,63
2024-09-28,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,338,13835354,West,Gujarat,Ahmedabad,Offline,Sangeetha,20,167,R36994,,C75985,Positive,5,,,bluetooth,Such part likely author environment magazine such. positive experience with bluetooth.,21
2025-05-16,KYB-1005,Keyboard Samsung Keys 5,Keyboard,Samsung Keys,292,13229936,Central,Madhya Pradesh,Indore,Offline,Vijay Sales,15,5,R17381,,C70544,Neutral,3,,,response,Because increase those into low special might resource. neutral experience with response.,28
2024-08-13,PHN-1001,Galaxy M 1,Smartphone,Galaxy M,184,2168624,Central,Chhattisgarh,Raipur,Offline,UniverCell,5,137,R84311,,C30414,Neutral,3,,,camera,Point sort movie note executive rise budget. neutral experience with camera.,55
2024-10-21,PHN-1002,Galaxy M 2,Smartphone,Galaxy M,769,16003659,North,Punjab,Ludhiana,Online,,10,135,R22139,Samsung.com,C34019,Positive,5,Yes,Tree century everything skill prove lawyer.,performance,Force federal meet indicate man upon difficult daughter. positive experience with performance.,29
2024-10-31,TAB-1001,Galaxy Tab 1,Smart Tablet,Galaxy Tab,378,13520304,Central,Chhattisgarh,Raipur,Online,,15,156,R93243,Samsung.com,C89091,Positive,4,No,,note-taking,Protect building everything hundred yourself old. positive experience with note-taking.,43
2025-07-02,SSD-1003,SSD EVO Series 3,SSD,EVO Series,404,13116668,South,Telangana,Hyderabad,Online,,10,42,R31541,Samsung.com,C96596,Positive,5,No,,speed,Glass language help federal. positive experience with speed.,95
2024-11-26,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,620,23900380,West,Gujarat,Surat,Offline,Sangeetha,10,146,R26011,,C61517,Positive,5,,,camera,Cover time everyone benefit president sing until. positive experience with camera.,16
2025-04-07,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,560,2371600,West,Maharashtra,Nagpur,Online,,0,30,R72025,Flipkart,C36072,Positive,4,Yes,Contain give sea.,display,They add bill. positive experience with display.,41
2025-01-30,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,713,15671740,North,Delhi,New Delhi,Offline,Samsung Store,10,78,R84316,,C55189,Negative,2,,,bluetooth,Safe alone activity opportunity. negative experience with bluetooth.,74
2024-09-04,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,493,26131465,East,Bihar,Patna,Offline,Poorvika,5,75,R43942,,C48753,Neutral,3,,,noise,Show collection technology box seat. neutral experience with noise.,23
2024-07-21,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,153,708543,West,Gujarat,Surat,Offline,Croma,0,166,R98470,,C60519,Positive,4,,,fit,Threat cover seat must score. positive experience with fit.,84
2025-05-17,FRZ-1002,Refrigerator Smart Fridge 2,Refrigerator,Smart Fridge,547,3970673,East,West Bengal,Kolkata,Offline,Sangeetha,20,17,R10239,,C78131,Positive,5,,,noise,Reality green laugh include age budget last. positive experience with noise.,14
2025-04-13,EBR-1005,Galaxy Buds 5,Earbuds,Galaxy Buds,215,8737170,East,Odisha,Bhubaneswar,Online,,20,148,R23464,Samsung.com,C42596,Positive,5,Yes,Road interesting crime program.,noise cancel,End scientist truth foreign quality growth. positive experience with noise cancel.,26
2024-11-21,SSD-1001,SSD EVO Series 1,SSD,EVO Series,407,14496526,East,Odisha,Bhubaneswar,Online,,10,70,R25060,Flipkart,C57838,Neutral,3,Yes,Expect week instead reality.,speed,Body evening cut finally can. neutral experience with speed.,59
2024-07-27,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,766,17083332,Central,Madhya Pradesh,Indore,Online,,10,138,R64727,Amazon,C29502,Positive,4,Yes,Collection third thus.,display,Remain may family sing toward left cover instead. positive experience with display.,99
2025-05-28,LPT-1001,Galaxy Book 1,Laptop,Galaxy Book,338,18290870,West,Maharashtra,Nagpur,Offline,Reliance Digital,0,10,R48431,,C59839,Negative,1,,,performance,Air too Congress rather. negative experience with performance.,98
2024-12-01,SSD-1003,SSD EVO Series 3,SSD,EVO Series,569,7600133,Central,Madhya Pradesh,Indore,Offline,Sangeetha,20,141,R39929,,C34149,Negative,2,,,upgrade,Thousand budget oil indeed artist wonder teach check. negative experience with upgrade.,42
2024-09-21,MON-1001,Desktop Monitor ViewFinity 1,Desktop Monitor,ViewFinity,676,24772696,East,Bihar,Patna,Online,,20,145,R24790,Flipkart,C60720,Positive,4,Yes,Often material continue everything leader.,panel,She treatment nice listen. positive experience with panel.,86
2024-11-12,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,127,1032256,North,Uttar Pradesh,Lucknow,Online,,20,118,R38196,Samsung.com,C74345,Positive,5,Yes,Support theory feeling.,battery,Else eight leave air good career continue wide. positive experience with battery.,13
2025-05-22,PHN-1001,Galaxy M 1,Smartphone,Galaxy M,276,13487844,East,Bihar,Patna,Offline,Reliance Digital,10,181,R32053,,C17766,Positive,4,,,battery,Save money spring central discover mother. positive experience with battery.,17
